p,data_generation,estimator_computation,metric_computation
100,0.0009388046000000001,0.01058424729999999,0.00064624869999995
200,0.0019257161000000099,0.01098533409999997,0.00067919199999997
500,0.010006512300000001,0.01169050889999997,0.0006546865
1000,0.0657697626,0.0166084760999999,0.00097725129999994
2000,0.48182109219999986,0.020987717099999657,0.0008867382999998601
