snr,p,step,seconds_total,seconds_per_trial
0.01,100,alpha_accumulate,0.00014841799993803306,1.4841799993803306e-06
0.01,100,compute_discriminant,0.013886462999934679,0.0001388646299993468
0.01,100,data_gen_normal,0.0531516690001439,0.000531516690001439
0.01,100,inner_product,0.00017275100003644184,1.7275100003644184e-06
0.01,200,alpha_accumulate,0.00016029200010336808,1.6029200010336807e-06
0.01,200,compute_discriminant,0.015343955999981063,0.00015343955999981063
0.01,200,data_gen_normal,0.17834441900001252,0.0017834441900001251
0.01,200,inner_product,0.00019721399988270605,1.9721399988270605e-06
0.01,500,alpha_accumulate,0.0002373349999373886,2.373349999373886e-06
0.01,500,compute_discriminant,0.01964866600003745,0.0001964866600003745
0.01,500,data_gen_normal,1.188662915000009,0.01188662915000009
0.01,500,inner_product,0.00022787799991874635,2.2787799991874637e-06
0.01,1000,alpha_accumulate,0.0003229949999905557,3.229949999905557e-06
0.01,1000,compute_discriminant,0.025045834999986027,0.00025045834999986026
0.01,1000,data_gen_normal,5.44561920799994,0.054456192079999396
0.01,1000,inner_product,0.0008167570000523483,8.167570000523482e-06
0.01,2000,alpha_accumulate,0.00039870700011590543,3.987070001159054e-06
0.01,2000,compute_discriminant,0.0313984550001436,0.000313984550001436
0.01,2000,data_gen_normal,39.76700883500001,0.3976700883500001
0.01,2000,inner_product,0.0006218740001173728,6.218740001173728e-06
0.025,100,alpha_accumulate,0.0001462510001033479,1.4625100010334791e-06
0.025,100,compute_discriminant,0.013963587000318967,0.00013963587000318968
0.025,100,data_gen_normal,0.053684959000065646,0.0005368495900006565
0.025,100,inner_product,0.00018066400005523064,1.8066400005523064e-06
0.025,200,alpha_accumulate,0.00014216199991778922,1.4216199991778923e-06
0.025,200,compute_discriminant,0.014170791000196914,0.00014170791000196913
0.025,200,data_gen_normal,0.17122049700003572,0.001712204970000357
0.025,200,inner_product,0.00017612199988548127,1.7612199988548128e-06
0.025,500,alpha_accumulate,0.00023850300010508363,2.3850300010508363e-06
0.025,500,compute_discriminant,0.019441629000084504,0.00019441629000084505
0.025,500,data_gen_normal,1.1841285360001166,0.011841285360001166
0.025,500,inner_product,0.0002470059998245233,2.4700599982452332e-06
0.025,1000,alpha_accumulate,0.0003390820000674921,3.3908200006749213e-06
0.025,1000,compute_discriminant,0.02590278399975432,0.0002590278399975432
0.025,1000,data_gen_normal,5.363967585000097,0.05363967585000097
0.025,1000,inner_product,0.000586204000029511,5.86204000029511e-06
0.025,2000,alpha_accumulate,0.00038136899999585694,3.8136899999585692e-06
0.025,2000,compute_discriminant,0.031055915000251844,0.00031055915000251846
0.025,2000,data_gen_normal,36.732016583000046,0.3673201658300005
0.025,2000,inner_product,0.0006492980001837623,6.4929800018376225e-06
0.05,100,alpha_accumulate,0.0001347069998871575,1.347069998871575e-06
0.05,100,compute_discriminant,0.01291070800016314,0.0001291070800016314
0.05,100,data_gen_normal,0.050352750000001834,0.0005035275000000183
0.05,100,inner_product,0.00015662099997371115,1.5662099997371115e-06
0.05,200,alpha_accumulate,0.00014492099998619778,1.4492099998619778e-06
0.05,200,compute_discriminant,0.013680589000017562,0.00013680589000017562
0.05,200,data_gen_normal,0.16529654000012783,0.0016529654000012784
0.05,200,inner_product,0.00017388000003393245,1.7388000003393246e-06
0.05,500,alpha_accumulate,0.00024058500019918938,2.4058500019918937e-06
0.05,500,compute_discriminant,0.019475292000123545,0.00019475292000123545
0.05,500,data_gen_normal,1.129532751000113,0.011295327510001129
0.05,500,inner_product,0.00022878900003320268,2.2878900003320266e-06
0.05,1000,alpha_accumulate,0.0003169950000767585,3.169950000767585e-06
0.05,1000,compute_discriminant,0.023951541000116094,0.00023951541000116094
0.05,1000,data_gen_normal,4.979180539000026,0.04979180539000026
0.05,1000,inner_product,0.0005363810001313141,5.363810001313141e-06
0.05,2000,alpha_accumulate,0.00035441799985846956,3.5441799985846954e-06
0.05,2000,compute_discriminant,0.030036209999963148,0.0003003620999996315
0.05,2000,data_gen_normal,36.29816704200002,0.3629816704200002
0.05,2000,inner_product,0.0006419620002588999,6.4196200025889994e-06
0.1,100,alpha_accumulate,0.00013888000015072066,1.3888000015072066e-06
0.1,100,compute_discriminant,0.013244211999875688,0.0001324421199987569
0.1,100,data_gen_normal,0.05100263000014138,0.0005100263000014138
0.1,100,inner_product,0.0001651599998524489,1.651599998524489e-06
0.1,200,alpha_accumulate,0.00014370200008784195,1.4370200008784194e-06
0.1,200,compute_discriminant,0.013545951999901717,0.00013545951999901717
0.1,200,data_gen_normal,0.16221666400008417,0.0016221666400008416
0.1,200,inner_product,0.00016400699988139422,1.6400699988139423e-06
0.1,500,alpha_accumulate,0.00027254399984144584,2.7254399984144585e-06
0.1,500,compute_discriminant,0.02063954200022522,0.0002063954200022522
0.1,500,data_gen_normal,1.1597889109998505,0.011597889109998505
0.1,500,inner_product,0.00026345899991042643,2.6345899991042642e-06
0.1,1000,alpha_accumulate,0.0002840000000219334,2.8400000002193336e-06
0.1,1000,compute_discriminant,0.023994544999936807,0.00023994544999936807
0.1,1000,data_gen_normal,4.951556250999914,0.04951556250999914
0.1,1000,inner_product,0.0005440399999940837,5.440399999940837e-06
0.1,2000,alpha_accumulate,0.0003824559998690802,3.824559998690802e-06
0.1,2000,compute_discriminant,0.030605835000244497,0.00030605835000244494
0.1,2000,data_gen_normal,36.776595001999965,0.3677659500199997
0.1,2000,inner_product,0.0006403329999500329,6.403329999500329e-06
0.25,100,alpha_accumulate,0.00014249800005927682,1.4249800005927683e-06
