p,data_generation,estimator_computation,metric_computation
100,0.317427669999773,0.0817335430009219,0.0018747430000581
200,0.9999355510000495,0.0834694199998436,0.001899983000299
500,6.945984620999482,0.1173395409998787,0.0029209950009339
1000,31.307081625000194,0.1592441060002014,0.0057129590000777
2000,235.31050087800008,0.1898641319998259,0.0060808479990435
