p,data_generation,estimator_computation,metric_computation
100,0.00720112,0.0870965309999992,0.0048743079999997
200,0.0145782430000002,0.0854656999999981,0.004597375999999
500,0.0582829150000004,0.0941902489999996,0.0049452120000003
1000,0.2576191269999989,0.1055190369999999,0.0059178820000009
2000,1.210136175999999,0.1239380420000235,0.0059932119999907
