p,data_generation,estimator_computation,metric_computation
100,0.0549977929999627,0.0301085409999686,0.0016356679999844
200,0.1730988309999546,0.0313953349999564,0.001605461999972
500,1.1418964189999556,0.0396044609999676,0.0022262140000392
1000,5.170601203999951,0.0501582869999736,0.0033819200000379
2000,38.82193983100004,0.0689150379999929,0.0040841659999912
