snr,p,step,seconds_total,seconds_per_trial
0.01,100,alpha_accumulate,0.00013491399999665532,1.3491399999665532e-06
0.01,100,compute_discriminant,0.012715208000002143,0.00012715208000002142
0.01,100,data_gen_normal,0.005232085999996805,5.232085999996805e-05
0.01,100,inner_product,0.00015633000000381259,1.563300000038126e-06
0.01,200,alpha_accumulate,0.00013458300000301904,1.3458300000301905e-06
0.01,200,compute_discriminant,0.013225667999996915,0.00013225667999996915
0.01,200,data_gen_normal,0.011543250999996424,0.00011543250999996425
0.01,200,inner_product,0.00017212199999239175,1.7212199999239174e-06
0.01,500,alpha_accumulate,0.00013100599999571472,1.3100599999571472e-06
0.01,500,compute_discriminant,0.013946044000008762,0.0001394604400000876
0.01,500,data_gen_normal,0.05105566699999642,0.0005105566699999642
0.01,500,inner_product,0.0001589200000013946,1.5892000000139461e-06
0.01,1000,alpha_accumulate,0.00018791499999348815,1.8791499999348814e-06
0.01,1000,compute_discriminant,0.019241328999998863,0.00019241328999998863
0.01,1000,data_gen_normal,0.23103008299999317,0.0023103008299999316
0.01,1000,inner_product,0.00071217000000523,7.1217000000523e-06
0.01,2000,alpha_accumulate,0.0002461719999971024,2.4617199999710236e-06
0.01,2000,compute_discriminant,0.025646832999997926,0.00025646832999997926
0.01,2000,data_gen_normal,1.1268621260000078,0.011268621260000078
0.01,2000,inner_product,0.00047833500000216134,4.7833500000216134e-06
0.025,100,alpha_accumulate,0.00014691900000052271,1.4691900000052272e-06
0.025,100,compute_discriminant,0.012993535999992645,0.00012993535999992646
0.025,100,data_gen_normal,0.005390997999995761,5.390997999995761e-05
0.025,100,inner_product,0.0001732029999992335,1.732029999992335e-06
0.025,200,alpha_accumulate,0.00013620600000230354,1.3620600000230355e-06
0.025,200,compute_discriminant,0.013440254999986578,0.0001344025499998658
0.025,200,data_gen_normal,0.011649084999996617,0.00011649084999996617
0.025,200,inner_product,0.0001583379999914314,1.583379999914314e-06
0.025,500,alpha_accumulate,0.00013208600000425008,1.3208600000425008e-06
0.025,500,compute_discriminant,0.014005955999996544,0.00014005955999996545
0.025,500,data_gen_normal,0.050992623000011505,0.000509926230000115
0.025,500,inner_product,0.0001581309999920677,1.581309999920677e-06
0.025,1000,alpha_accumulate,0.00019029599998177105,1.9029599998177105e-06
0.025,1000,compute_discriminant,0.01928779100000888,0.0001928779100000888
0.025,1000,data_gen_normal,0.23362429000000162,0.002336242900000016
0.025,1000,inner_product,0.00038166100000225356,3.816610000022535e-06
0.025,2000,alpha_accumulate,0.0002602910000000236,2.602910000000236e-06
0.025,2000,compute_discriminant,0.027062550000003682,0.00027062550000003685
0.025,2000,data_gen_normal,1.1392303300000108,0.011392303300000108
0.025,2000,inner_product,0.0004861650000052009,4.861650000052009e-06
0.05,100,alpha_accumulate,0.00014629099998941797,1.4629099998941796e-06
0.05,100,compute_discriminant,0.01311550099999792,0.0001311550099999792
0.05,100,data_gen_normal,0.005486116999998458,5.4861169999984584e-05
0.05,100,inner_product,0.0001657960000063241,1.657960000063241e-06
0.05,200,alpha_accumulate,0.00012750300000874404,1.2750300000874403e-06
0.05,200,compute_discriminant,0.012982294000009276,0.00012982294000009277
0.05,200,data_gen_normal,0.011462829999999258,0.00011462829999999258
0.05,200,inner_product,0.00015858000000257277,1.5858000000257277e-06
0.05,500,alpha_accumulate,0.00013670600000281752,1.3670600000281752e-06
0.05,500,compute_discriminant,0.014276585999988711,0.0001427658599998871
0.05,500,data_gen_normal,0.051096792999997476,0.0005109679299999748
0.05,500,inner_product,0.0001683700000025823,1.683700000025823e-06
0.05,1000,alpha_accumulate,0.00020516399999870316,2.0516399999870317e-06
0.05,1000,compute_discriminant,0.01964204000000258,0.0001964204000000258
0.05,1000,data_gen_normal,0.23728825000000775,0.0023728825000000776
0.05,1000,inner_product,0.00040262499999421664,4.026249999942166e-06
0.05,2000,alpha_accumulate,0.00024908499998765876,2.4908499998765878e-06
0.05,2000,compute_discriminant,0.025823995000003208,0.0002582399500000321
0.05,2000,data_gen_normal,1.1322252040000205,0.011322252040000204
0.05,2000,inner_product,0.0005159559999849961,5.159559999849961e-06
0.1,100,alpha_accumulate,0.00013425299999880735,1.3425299999880736e-06
0.1,100,compute_discriminant,0.012896209999988528,0.0001289620999998853
0.1,100,data_gen_normal,0.005301417000008968,5.301417000008968e-05
0.1,100,inner_product,0.0001579169999974539,1.579169999974539e-06
0.1,200,alpha_accumulate,0.00013325699999988672,1.332569999998867e-06
0.1,200,compute_discriminant,0.012940377999989039,0.00012940377999989038
0.1,200,data_gen_normal,0.011460295000000897,0.00011460295000000897
0.1,200,inner_product,0.00015304000000426754,1.5304000000426754e-06
0.1,500,alpha_accumulate,0.00013366300000328124,1.3366300000328124e-06
0.1,500,compute_discriminant,0.013873042999996699,0.000138730429999967
0.1,500,data_gen_normal,0.050826131999997415,0.0005082613199999742
0.1,500,inner_product,0.00015937699999568622,1.5937699999568622e-06
0.1,1000,alpha_accumulate,0.00018379200000318008,1.8379200000318007e-06
0.1,1000,compute_discriminant,0.018195498000009636,0.00018195498000009636
0.1,1000,data_gen_normal,0.23030383100000584,0.0023030383100000585
0.1,1000,inner_product,0.0003645859999981127,3.645859999981127e-06
0.1,2000,alpha_accumulate,0.00024333400000742245,2.4333400000742245e-06
0.1,2000,compute_discriminant,0.025519011999994845,0.00025519011999994843
0.1,2000,data_gen_normal,1.1283799129999945,0.011283799129999945
0.1,2000,inner_product,0.000486082000016097,4.86082000016097e-06
0.25,100,alpha_accumulate,0.00014220599999248407,1.4220599999248407e-06
