p,data_generation,estimator_computation,metric_computation
100,0.0564100430000001,0.09110799699999969,0.0044529899999997
200,0.1761086260000006,0.09068692099999939,0.004328571
500,1.1971316350000007,0.1022662950000048,0.0055998099999935
1000,5.428453454999995,0.1118363030000267,0.0080275819999698
2000,36.76517716000002,0.12623446099999538,0.0061037879999755
