p,data_generation,estimator_computation,metric_computation
100,0.0320733219999975,0.0773338259999956,0.0018125430000037
200,0.0691057920000062,0.0784358449999869,0.0017439910000088999
500,0.3060981750000147,0.0838518799999856,0.0017609190000051
1000,1.4001940360000142,0.11325291100002191,0.0037720709999757
2000,6.787449285000031,0.1545981019999922,0.0044150019999886995
