p,data_generation,estimator_computation,metric_computation
100,0.007867207,0.0905978800000008,0.0046174119999994
200,0.0151826270000002,0.0894312920000006,0.0043301720000006
500,0.0621438700000002,0.1008848760000022,0.0056307480000048
1000,0.2694433680000054,0.1128326679999973,0.00655313699999
2000,1.195802498000024,0.1253811490000768,0.0061642469999296
