snr,p,step,seconds_total,seconds_per_trial
0.5,500,alpha_accumulate,0.0002899559999999246,2.899559999999246e-06
0.5,500,compute_discriminant,0.025117746999999913,0.00025117746999999915
0.5,500,data_gen_normal,0.1298074130000002,0.001298074130000002
0.5,500,inner_product,0.0003256189999999992,3.256189999999992e-06
0.5,1000,alpha_accumulate,0.0003371709999991368,3.371709999991368e-06
0.5,1000,compute_discriminant,0.03003042499999975,0.0003003042499999975
0.5,1000,data_gen_normal,0.4828500029999997,0.004828500029999997
0.5,1000,inner_product,0.0009820379999997964,9.820379999997964e-06
0.5,2000,alpha_accumulate,0.000366087999999154,3.6608799999915397e-06
0.5,2000,compute_discriminant,0.036721330999998636,0.00036721330999998637
0.5,2000,data_gen_normal,3.0284460429999998,0.030284460429999997
0.5,2000,inner_product,0.0006520440000002958,6.520440000002958e-06
