,ARG1,PCA1,ARG2,PCA2
100,0.45769978749818746,0.6722873171700234,1.0054065875229263,1.063698972430772
200,0.40375002400354093,0.655694764017275,0.8744492084294727,0.9579159610284849
500,0.3651671053458875,0.6380849242419977,0.7750341735746793,0.8593479196572783
1000,0.3533512833234484,0.6288990434487564,0.7549010820758544,0.8394200798036658
2000,0.3487385841984757,0.6228013253535841,0.7484201997389066,0.83145796791425
