p,data_gen,computing_estimator,principal_angles
100,0.017612711,0.050482836,0.0028424550000001
200,0.0178638700000001,0.034984920999999794,0.0022026999999999
500,0.1050753760000002,0.042730824,0.0025315919999999003
1000,0.6616332119999997,0.0670356710000001,0.0036595020000001997
2000,5.060071374000001,0.08921413799999889,0.0045775889999995
