p,data_gen,computing_estimator,principal_angles
100,0.0578720070000001,0.0904178709999988,0.0045859639999978
200,0.1752726659999993,0.09066891899999979,0.0044319129999997
500,1.1987019559999998,0.1023617920000024,0.0059406370000044
1000,5.439471739,0.1119091840000246,0.007853072999974599
2000,40.03566545899998,0.1286377889999383,0.006379508999920101
