p,data_gen,computing_estimator,principal_angles
100,0.008095877,0.0336146230000001,0.0020708010000001
200,0.0173421619999999,0.0346865849999996,0.0020241670000002
500,0.106139917,0.0435397909999997,0.0023284629999998
1000,0.6705827890000007,0.0645657109999999,0.0035654919999999
2000,4.868419963000001,0.0866797079999995,0.0047378730000005
