p,data_gen,computing_estimator,principal_angles
100,0.0193206239999999,0.1168443789999992,0.0066908770000001
200,0.0271125809999998,0.1189967930000002,0.0069838869999995
500,0.1075663779999999,0.1495136749999998,0.0085702139999986
1000,0.6114131310000003,0.216876328,0.0273815820000005
2000,5.064096875999999,0.2551364609999971,0.026897946
