p,data_gen,computing_estimator,principal_angles
100,0.0547745849999969,0.0303976269999352,0.0016719590000348
200,0.1733359560000096,0.0313762549999694,0.0016548850000219
500,1.1450873749999673,0.041021971999988596,0.0023232419999955
1000,5.125066035999993,0.0498022960000453,0.0033946629999519
2000,37.1686767120001,0.0683489080000185,0.0041619640000048995
