p,data_gen,computing_estimator,principal_angles
100,0.0059817480000008,0.028834452000006,0.0016350530000019
200,0.012405621,0.0302279179999888,0.0015686699999957
500,0.0508293269999935,0.0341817000000003,0.0017285829999993002
1000,0.2421749609999972,0.0460215090000115,0.0027203749999955
2000,1.113018292000007,0.0622149620000031,0.0037879100000014
