p,data_gen,computing_estimator,principal_angles
100,0.0461521980000001,0.0979124369999997,0.0022907069999995
200,0.0865956120000001,0.0936464580000001,0.0021574469999995
500,0.528986925000001,0.1163102959999998,0.0026222039999999
1000,3.094053079,0.18637669999999978,0.007975008
2000,18.384406265,0.2322791580000012,0.0062223209999986
