p,data_gen,computing_estimator,principal_angles
100,0.0086795879999999,0.1034847349999992,0.0066067480000002
200,0.019104917,0.10736924599999939,0.0065151319999997995
500,0.0956369559999998,0.1214620779999998,0.0071082499999997
1000,0.6275842140000001,0.1731120380000004,0.0104864429999997
2000,4.792471292999999,0.2053589219999988,0.0110813689999988
