p,data_gen,computing_estimator,principal_angles
100,0.00889971,0.104233418,0.0064935759999998
200,0.0188494119999998,0.10909804399999959,0.0066339939999995
500,0.1058751709999998,0.1271879219999999,0.0073913309999994
1000,0.6707492039999997,0.1793457429999999,0.0109241620000007
2000,4.903537878000001,0.1985769140000006,0.0087545859999997
