snr,p,step,seconds_total,seconds_per_trial
0.25,100,inner_product,0.0001794590000372409,1.7945900003724091e-06
0.25,200,alpha_accumulate,0.00014774399971884122,1.4774399971884123e-06
0.25,200,compute_discriminant,0.014197792000175014,0.00014197792000175013
0.25,200,data_gen_normal,0.16462621199963223,0.0016462621199963222
0.25,200,inner_product,0.00017533099986621892,1.7533099986621892e-06
0.25,500,alpha_accumulate,0.0002567029998203907,2.567029998203907e-06
0.25,500,compute_discriminant,0.020742793999886544,0.00020742793999886544
0.25,500,data_gen_normal,1.1579975849999755,0.011579975849999756
0.25,500,inner_product,0.0002570870002500669,2.5708700025006694e-06
0.25,1000,alpha_accumulate,0.00026108099984867295,2.6108099984867294e-06
0.25,1000,compute_discriminant,0.023361453999939386,0.00023361453999939385
0.25,1000,data_gen_normal,4.960987713000463,0.049609877130004636
0.25,1000,inner_product,0.0005313759999125978,5.313759999125978e-06
0.25,2000,alpha_accumulate,0.00039446299996370726,3.9446299996370725e-06
0.25,2000,compute_discriminant,0.03438346199948228,0.0003438346199948228
0.25,2000,data_gen_normal,38.0291385029999,0.380291385029999
0.25,2000,inner_product,0.0007503759997007364,7.503759997007365e-06
0.5,100,alpha_accumulate,0.0001516269998091957,1.5162699980919569e-06
0.5,100,compute_discriminant,0.014037579999921945,0.00014037579999921944
0.5,100,data_gen_normal,0.05257608700003402,0.0005257608700003402
0.5,100,inner_product,0.00019458799988569808,1.945879998856981e-06
0.5,200,alpha_accumulate,0.0001999560000172096,1.999560000172096e-06
0.5,200,compute_discriminant,0.017427538000106324,0.00017427538000106324
0.5,200,data_gen_normal,0.17922553499971627,0.0017922553499971627
0.5,200,inner_product,0.0002579160000095726,2.579160000095726e-06
0.5,500,alpha_accumulate,0.0002857030002019201,2.8570300020192007e-06
0.5,500,compute_discriminant,0.021437290999813285,0.00021437290999813286
0.5,500,data_gen_normal,1.1472492049995822,0.01147249204999582
0.5,500,inner_product,0.0002919150000479931,2.919150000479931e-06
0.5,1000,alpha_accumulate,0.000355997999633928,3.5599799963392795e-06
0.5,1000,compute_discriminant,0.028686165000237906,0.0002868616500023791
0.5,1000,data_gen_normal,5.359037507000039,0.05359037507000039
0.5,1000,inner_product,0.0006639190000896633,6.6391900008966335e-06
0.5,2000,alpha_accumulate,0.0004062420000536804,4.062420000536804e-06
0.5,2000,compute_discriminant,0.034328876999666136,0.00034328876999666135
0.5,2000,data_gen_normal,37.56283637399957,0.37562836373999575
0.5,2000,inner_product,0.0007444109996868065,7.444109996868065e-06
