p,data_gen,computing_estimator,principal_angles
100,0.0071041279999946,0.0289346690000157,0.0016415849999944
200,0.0149294940000643,0.02976108,0.0015927889999502
500,0.066857577000043,0.0351387970000231,0.0017558750000077
1000,0.2466799989999515,0.0390508719999473,0.0019019980000151001
2000,1.1974433759999314,0.0535765719999971,0.0027355400000174
