p,data_gen,computing_estimator,principal_angles
100,0.0359585040000227,0.0822595249999886,0.0020471650000024
200,0.0741117950000134,0.0870419939999896,0.0020388289999915
500,0.3012234529999903,0.0879482529999912,0.0019960980000156
1000,1.378869753999984,0.1170294709999984,0.0036943319999888
2000,6.582280616999998,0.160484339999998,0.0043722629999626
