p,data_gen,computing_estimator,principal_angles
100,0.3168537199997415,0.0827825670000519,0.0019498919995433
200,1.0127907349996261,0.0869759640001317,0.0020226749990394
500,6.98366366499944,0.1248916999999349,0.0031199180008621
1000,31.356222424000364,0.1585388380004102,0.0072133299993873
2000,232.80158397399921,0.2076351619990643,0.0070001169994492
