p,data_gen,computing_estimator,principal_angles
100,0.0451905489999997,0.0964132399999998,0.0022110939999994
200,0.0866668789999995,0.0926120659999993,0.0020940079999994
500,0.5389253699999991,0.1203237550000007,0.0028925180000004998
1000,3.095465179999999,0.1980484140000001,0.0079367559999997
2000,18.575074965,0.2396822020000033,0.0064429870000025005
