p,data_gen,computing_estimator,principal_angles
100,0.006987208,0.0868855219999994,0.004397208000001
200,0.0153156309999999,0.0890141459999982,0.004357745
500,0.0558960459999997,0.10074007500000079,0.0058122040000007
1000,0.2411099610000011,0.11170285299999991,0.0065702379999987
2000,1.1526480410000022,0.1260532890000233,0.0064147129999888
