p,data_gen,computing_estimator,principal_angles
100,0.0299879589999999,0.06991554999999991,0.0028909199999998
200,0.0245265010000001,0.045596618000000005,0.0022426240000001
500,0.1149937909999999,0.059789536999999796,0.003580446
1000,0.6426986299999999,0.0998834890000002,0.0048299110000002005
2000,4.681179498,0.1435943320000001,0.0178917519999999
