p,data_gen,computing_estimator,principal_angles
100,0.0073800869999997,0.089165094,0.0043948289999997
200,0.0129104509999998,0.0902130220000005,0.0043605020000019
500,0.0506843399999994,0.1018237560000012,0.0057786190000009
1000,0.2356545429999994,0.11228879300000541,0.0082126959999972
2000,1.1046194579999984,0.1266066660000147,0.0063923250000079
