p,data_gen,computing_estimator,principal_angles
100,0.0169326220000001,0.1128393829999994,0.0066934129999993
200,0.0266130779999998,0.1174795919999996,0.0069315409999998
500,0.096477122,0.1417301019999994,0.008482632999999
1000,0.5578397939999997,0.2064414959999998,0.0204325680000004
2000,4.938053208,0.2698491930000006,0.0329854079999976
