,ARG1,PCA1,ARG2,PCA2
100,0.8324017484990333,0.9281659472401276,1.3232855821167921,1.341950334792537
200,0.8507487199548399,0.9500193493156408,1.3468448934923254,1.3672616459700202
500,0.8084778032024207,0.9320595250972733,1.3831816715789045,1.4009366877424454
1000,0.8299791716151229,0.9561123811119973,1.3498481554554869,1.3713805542557946
2000,0.8360217055162102,0.9529616735795504,1.3627113555742614,1.379342645866852
