,ARG1,PCA1,ARG2,PCA2
100,0.4654768530024997,0.6807985472633372,0.9999512372780592,1.0584426266139524
200,0.39597747138075506,0.6449903780661665,0.8618065566433459,0.9431531557744135
500,0.361368407373344,0.635138177299098,0.7662710520880216,0.8523964695468554
1000,0.35253424710775333,0.6265364750086935,0.762630320803857,0.8468240904577713
2000,0.3489755227283039,0.6245336032856347,0.7387178614642279,0.8187327824047211
